id_viagem,id_rota,id_veiculo,id_motorista,mes,km_rodado,retorno_vazio,volume_m3,custo_combustivel,custo_pedagio,custo_manutencao_rateado,faturamento_viagem
ROT-20-00201,ROT-20,VEI-006,MOT-15,2025-09-01,462.5,False,28.5,930.18,159.97,44.48,6637.53
ROT-20-00202,ROT-20,VEI-039,MOT-37,2025-12-01,478.9,True,27.7,889.26,80.89,60.76,3393.05
ROT-20-00203,ROT-20,VEI-038,MOT-33,2025-04-01,455.7,True,24.0,903.6,139.99,45.83,3635.46
ROT-20-00204,ROT-20,VEI-052,MOT-07,2025-05-01,463.2,False,21.8,862.96,104.36,42.29,5918.94
ROT-20-00205,ROT-20,VEI-055,MOT-11,2025-11-01,473.3,True,19.2,1108.18,84.07,63.67,3757.11
ROT-20-00206,ROT-20,VEI-052,MOT-13,2025-07-01,460.9,False,20.8,911.68,148.97,45.31,6485.6
ROT-20-00207,ROT-20,VEI-059,MOT-12,2025-02-01,464.4,False,28.7,1036.3,88.8,41.12,6666.04
ROT-20-00208,ROT-20,VEI-004,MOT-18,2025-05-01,469.8,False,24.0,949.78,142.68,51.29,6891.31
ROT-20-00209,ROT-20,VEI-012,MOT-32,2025-10-01,455.1,True,26.3,995.55,148.33,64.98,3578.93
ROT-20-00210,ROT-20,VEI-027,MOT-09,2025-06-01,454.4,False,22.6,981.74,98.17,57.2,5627.84
ROT-20-00211,ROT-20,VEI-014,MOT-09,2025-09-01,480.0,False,25.6,1070.26,72.32,61.03,6382.78
ROT-20-00212,ROT-20,VEI-038,MOT-33,2025-03-01,454.4,True,18.3,928.02,146.61,47.57,3112.26
ROT-20-00213,ROT-20,VEI-008,MOT-26,2025-04-01,472.6,False,18.9,998.84,150.74,61.7,6861.91
ROT-20-00214,ROT-20,VEI-057,MOT-13,2025-07-01,454.5,False,29.3,917.42,157.03,64.59,6615.13
ROT-20-00215,ROT-20,VEI-037,MOT-21,2025-06-01,471.0,False,24.2,878.58,73.93,41.43,6335.02
ROT-20-00216,ROT-20,VEI-023,MOT-42,2025-03-01,470.0,True,19.0,970.56,74.76,62.14,3450.31
ROT-20-00217,ROT-20,VEI-027,MOT-26,2025-09-01,471.5,False,22.2,942.84,109.75,60.94,6956.27
ROT-20-00218,ROT-20,VEI-011,MOT-13,2025-11-01,465.0,False,19.1,883.94,105.04,42.78,6566.61
ROT-20-00219,ROT-20,VEI-045,MOT-25,2025-07-01,464.4,False,27.0,920.82,109.02,68.37,5197.68
ROT-20-00220,ROT-20,VEI-044,MOT-01,2025-09-01,470.0,True,24.6,873.63,106.46,46.22,3460.83
ROT-20-00221,ROT-20,VEI-034,MOT-21,2025-04-01,460.4,False,22.6,872.52,87.27,44.4,6107.04
ROT-20-00222,ROT-20,VEI-050,MOT-04,2025-09-01,461.0,True,20.0,975.19,96.49,63.69,3062.88
ROT-20-00223,ROT-20,VEI-018,MOT-10,2025-04-01,477.4,False,28.4,1121.22,112.69,45.96,6550.24
ROT-20-00224,ROT-20,VEI-044,MOT-08,2025-06-01,463.2,False,27.8,911.35,115.76,38.08,6482.88
ROT-20-00225,ROT-20,VEI-029,MOT-45,2025-06-01,460.7,True,22.0,1076.85,154.59,65.11,3466.53
ROT-20-00226,ROT-20,VEI-029,MOT-36,2025-03-01,462.2,False,25.9,916.64,145.15,42.83,6595.73
ROT-20-00227,ROT-20,VEI-049,MOT-32,2025-01-01,473.4,True,28.5,942.6,114.09,62.83,2884.43
ROT-20-00228,ROT-20,VEI-017,MOT-26,2025-06-01,458.1,True,26.9,829.68,78.17,67.88,3583.16
ROT-20-00229,ROT-20,VEI-058,MOT-12,2025-04-01,452.9,False,23.2,840.05,134.13,63.51,5913.52
ROT-20-00230,ROT-20,VEI-029,MOT-42,2025-12-01,474.3,False,18.6,946.06,144.61,38.12,5284.02
ROT-20-00231,ROT-20,VEI-024,MOT-19,2025-05-01,462.6,True,23.1,959.6,90.03,61.99,3332.7
ROT-20-00232,ROT-20,VEI-051,MOT-31,2025-01-01,454.0,True,22.8,911.65,76.4,67.79,3162.1
ROT-20-00233,ROT-20,VEI-024,MOT-05,2025-01-01,460.8,False,29.9,993.05,140.7,40.65,5888.63
ROT-20-00234,ROT-20,VEI-007,MOT-06,2025-02-01,455.3,False,27.3,902.54,110.07,61.23,6249.07
ROT-20-00235,ROT-20,VEI-013,MOT-02,2025-12-01,454.5,False,28.8,1000.23,130.48,44.34,6168.22
ROT-20-00236,ROT-20,VEI-055,MOT-37,2025-03-01,474.1,False,24.9,885.02,146.08,44.14,6446.88
ROT-20-00237,ROT-20,VEI-052,MOT-21,2025-01-01,469.9,False,29.7,885.75,121.45,39.09,5268.06
ROT-20-00238,ROT-20,VEI-052,MOT-11,2025-06-01,456.5,False,20.7,954.08,131.36,60.23,5458.32
ROT-20-00239,ROT-20,VEI-023,MOT-08,2025-04-01,462.9,True,21.5,894.06,113.31,39.5,3772.04
ROT-20-00240,ROT-20,VEI-060,MOT-25,2025-03-01,464.7,False,24.8,842.13,137.63,64.3,5127.71
ROT-20-00241,ROT-20,VEI-059,MOT-05,2025-06-01,469.5,True,28.1,881.71,105.61,39.93,3169.89
ROT-20-00242,ROT-20,VEI-056,MOT-05,2025-08-01,467.6,False,27.8,897.0,127.3,55.99,5282.92
ROT-20-00243,ROT-20,VEI-052,MOT-10,2025-10-01,473.8,False,18.8,871.86,93.5,41.81,6121.08
ROT-20-00244,ROT-20,VEI-029,MOT-15,2025-09-01,454.8,False,25.1,873.13,78.03,44.51,5628.54
ROT-20-00245,ROT-20,VEI-024,MOT-25,2025-12-01,471.2,False,23.6,1010.86,158.66,41.98,6592.89
ROT-20-00246,ROT-20,VEI-022,MOT-34,2025-06-01,458.2,False,24.5,849.42,117.88,58.97,5139.37
ROT-20-00247,ROT-20,VEI-045,MOT-20,2025-03-01,452.2,True,20.9,988.93,80.94,63.01,3209.45
ROT-20-00248,ROT-20,VEI-008,MOT-28,2025-10-01,463.1,True,18.5,899.49,140.35,61.38,3749.16
ROT-20-00249,ROT-20,VEI-032,MOT-45,2025-05-01,478.5,True,24.5,959.61,143.57,42.69,3806.98
ROT-20-00250,ROT-20,VEI-014,MOT-03,2025-11-01,452.1,False,24.0,936.15,76.1,49.83,5209.65
ROT-20-00251,ROT-20,VEI-047,MOT-39,2025-12-01,462.3,False,19.8,958.89,107.81,49.51,6347.19
ROT-20-00252,ROT-20,VEI-037,MOT-40,2025-10-01,471.7,False,22.0,933.28,154.88,59.54,6835.98
ROT-20-00253,ROT-20,VEI-022,MOT-20,2025-09-01,461.2,False,26.9,966.49,133.39,49.21,6323.58
ROT-20-00254,ROT-20,VEI-022,MOT-21,2025-04-01,456.9,False,28.0,845.92,141.13,54.95,5625.48
ROT-20-00255,ROT-20,VEI-007,MOT-15,2025-02-01,460.3,True,21.8,932.07,157.92,47.18,3210.82
ROT-20-00256,ROT-20,VEI-047,MOT-30,2025-02-01,474.4,True,28.6,915.84,149.95,56.35,3766.37
ROT-20-00257,ROT-20,VEI-014,MOT-04,2025-03-01,472.4,False,24.0,979.28,92.03,44.24,6669.07
ROT-20-00258,ROT-20,VEI-013,MOT-02,2025-12-01,463.6,False,20.1,952.69,130.7,66.29,5184.2
ROT-20-00259,ROT-20,VEI-040,MOT-41,2025-03-01,457.7,False,23.6,904.66,110.31,56.69,5335.28
ROT-20-00260,ROT-20,VEI-032,MOT-03,2025-11-01,469.5,True,24.3,1062.96,91.16,68.04,3363.95
ROT-20-00261,ROT-20,VEI-017,MOT-45,2025-09-01,457.1,False,28.9,890.08,114.85,58.45,5474.69
ROT-20-00262,ROT-20,VEI-018,MOT-06,2025-01-01,461.6,True,25.3,915.2,89.26,49.08,3691.69
ROT-20-00263,ROT-20,VEI-016,MOT-15,2025-02-01,470.9,True,18.9,912.87,126.93,42.11,3297.63
ROT-20-00264,ROT-20,VEI-009,MOT-13,2025-02-01,474.1,True,21.7,1062.92,139.98,70.39,3010.14
ROT-20-00265,ROT-20,VEI-004,MOT-29,2025-10-01,473.3,False,30.0,1159.6,89.69,59.48,6288.67
ROT-20-00266,ROT-20,VEI-052,MOT-32,2025-11-01,467.6,True,24.2,908.13,78.94,49.18,3172.43
ROT-20-00267,ROT-20,VEI-020,MOT-20,2025-06-01,473.9,False,20.2,884.15,82.6,66.42,5617.67
ROT-20-00268,ROT-20,VEI-006,MOT-12,2025-05-01,477.8,False,19.6,1024.14,91.65,52.16,6955.09
ROT-20-00269,ROT-20,VEI-030,MOT-45,2025-08-01,456.7,False,21.9,912.03,86.32,45.56,5263.92
ROT-20-00270,ROT-20,VEI-029,MOT-24,2025-03-01,460.4,False,26.3,895.49,84.74,58.34,5772.76
ROT-20-00271,ROT-20,VEI-044,MOT-19,2025-06-01,477.1,False,20.2,981.5,136.81,71.55,6505.14
ROT-20-00272,ROT-20,VEI-024,MOT-06,2025-08-01,460.0,False,23.5,931.12,79.12,49.33,5714.17
ROT-20-00273,ROT-20,VEI-029,MOT-17,2025-09-01,453.8,True,19.2,819.8,112.75,42.79,3094.85
ROT-20-00274,ROT-20,VEI-014,MOT-32,2025-06-01,477.8,False,27.8,950.96,132.38,49.3,6386.48
ROT-20-00275,ROT-20,VEI-025,MOT-34,2025-02-01,471.4,False,19.4,888.05,126.27,51.42,5562.72
ROT-20-00276,ROT-20,VEI-021,MOT-05,2025-02-01,464.4,True,28.3,894.34,91.73,65.0,3005.19
ROT-20-00277,ROT-20,VEI-018,MOT-04,2025-09-01,458.0,False,22.7,930.66,85.49,57.11,5804.97
ROT-20-00278,ROT-20,VEI-052,MOT-01,2025-01-01,460.1,False,28.8,1020.74,84.1,55.58,6792.55
ROT-20-00279,ROT-20,VEI-047,MOT-40,2025-10-01,457.8,True,28.7,875.55,71.46,40.5,2958.14
ROT-20-00280,ROT-20,VEI-044,MOT-12,2025-04-01,465.7,False,22.4,941.37,91.2,37.71,6620.23
ROT-20-00281,ROT-20,VEI-058,MOT-15,2025-02-01,462.4,False,21.6,981.24,111.79,58.62,5820.68
ROT-20-00282,ROT-20,VEI-021,MOT-34,2025-12-01,474.6,True,19.5,926.5,147.93,69.31,3317.93
ROT-20-00283,ROT-20,VEI-052,MOT-13,2025-08-01,469.6,True,29.8,926.74,114.29,66.21,2861.92
ROT-20-00284,ROT-20,VEI-026,MOT-08,2025-10-01,465.6,False,29.6,1013.84,138.37,65.14,5698.1
ROT-20-00285,ROT-20,VEI-058,MOT-25,2025-04-01,455.5,False,20.0,856.4,142.37,62.77,6487.22
ROT-20-00286,ROT-20,VEI-002,MOT-22,2025-03-01,457.2,False,20.1,923.61,148.08,56.38,6332.21
ROT-20-00287,ROT-20,VEI-037,MOT-33,2025-12-01,460.1,False,23.4,884.32,133.88,37.79,5802.66
ROT-20-00288,ROT-20,VEI-033,MOT-22,2025-03-01,464.2,False,26.8,1099.6,150.64,45.24,5488.95
ROT-20-00289,ROT-20,VEI-060,MOT-35,2025-04-01,470.6,False,22.8,959.24,78.78,50.9,5453.7
ROT-20-00290,ROT-20,VEI-056,MOT-45,2025-01-01,466.4,True,29.2,969.55,141.31,64.86,2865.32
ROT-20-00291,ROT-20,VEI-021,MOT-39,2025-11-01,479.5,False,27.0,1007.39,142.39,64.19,5538.75
ROT-20-00292,ROT-20,VEI-015,MOT-25,2025-11-01,454.1,False,19.3,866.5,124.57,58.91,6112.6
ROT-20-00293,ROT-20,VEI-042,MOT-26,2025-09-01,467.6,True,19.5,868.19,119.98,55.48,3142.2
ROT-20-00294,ROT-20,VEI-021,MOT-05,2025-03-01,463.9,False,18.3,1017.74,133.82,46.92,5715.61
ROT-20-00295,ROT-20,VEI-024,MOT-42,2025-07-01,468.4,True,23.8,959.96,139.77,50.21,3535.9
ROT-20-00296,ROT-20,VEI-041,MOT-29,2025-02-01,469.9,True,21.2,880.26,133.41,49.3,3018.33
ROT-20-00297,ROT-20,VEI-055,MOT-40,2025-07-01,459.5,False,25.9,953.69,100.16,41.72,5844.76
ROT-20-00298,ROT-20,VEI-017,MOT-44,2025-04-01,471.7,True,22.3,879.83,107.0,60.06,3439.25
ROT-20-00299,ROT-20,VEI-042,MOT-08,2025-01-01,471.7,False,21.1,980.93,92.77,69.15,6767.19
ROT-20-00300,ROT-20,VEI-046,MOT-18,2025-12-01,467.1,True,29.1,859.65,113.01,47.65,3819.29
ROT-20-00301,ROT-20,VEI-051,MOT-45,2025-09-01,458.1,False,18.5,846.94,127.83,45.19,6483.12
ROT-20-00302,ROT-20,VEI-060,MOT-08,2025-07-01,464.6,False,18.6,879.02,117.78,61.96,6937.94
ROT-20-00303,ROT-20,VEI-053,MOT-05,2025-05-01,457.3,False,25.1,927.98,133.76,54.9,6017.68
ROT-20-00304,ROT-20,VEI-005,MOT-15,2025-03-01,457.1,False,27.2,867.63,125.96,50.84,6606.51
ROT-20-00305,ROT-20,VEI-016,MOT-22,2025-12-01,455.9,True,29.7,941.24,85.19,63.4,3322.0
ROT-20-00306,ROT-20,VEI-046,MOT-40,2025-11-01,466.8,False,19.2,956.99,109.47,64.58,6443.88
ROT-20-00307,ROT-20,VEI-026,MOT-03,2025-09-01,462.7,False,18.1,847.25,73.26,41.41,5597.98
ROT-20-00308,ROT-20,VEI-045,MOT-33,2025-07-01,474.0,False,29.4,988.21,149.12,57.89,5598.72
ROT-20-00309,ROT-20,VEI-026,MOT-25,2025-06-01,459.3,False,25.1,863.56,130.7,53.76,6752.7
ROT-20-00310,ROT-20,VEI-050,MOT-01,2025-03-01,472.0,True,26.8,960.37,136.49,43.29,3337.68
ROT-20-00311,ROT-20,VEI-059,MOT-33,2025-01-01,452.1,False,20.9,743.32,92.7,41.14,5955.66
ROT-20-00312,ROT-20,VEI-046,MOT-29,2025-05-01,455.4,False,19.5,987.5,124.57,48.97,5700.63
ROT-20-00313,ROT-20,VEI-059,MOT-41,2025-01-01,463.2,False,23.9,890.23,86.23,51.24,5771.85
ROT-20-00314,ROT-20,VEI-021,MOT-03,2025-10-01,458.7,False,29.2,894.11,69.25,66.02,6679.76
ROT-20-00315,ROT-20,VEI-046,MOT-18,2025-05-01,456.9,False,27.0,877.47,95.9,41.46,5769.93
ROT-20-00316,ROT-20,VEI-014,MOT-32,2025-02-01,473.0,False,25.2,941.55,109.31,70.02,6988.68
ROT-20-00317,ROT-20,VEI-027,MOT-43,2025-09-01,465.2,False,19.1,846.68,144.71,62.47,6194.94
ROT-20-00318,ROT-20,VEI-059,MOT-44,2025-09-01,479.1,False,25.9,1023.37,149.2,54.51,6545.94
ROT-20-00319,ROT-20,VEI-022,MOT-16,2025-09-01,468.7,False,22.0,1002.48,74.83,70.03,5234.67
ROT-20-00320,ROT-20,VEI-027,MOT-14,2025-06-01,454.1,True,18.1,1034.33,88.46,48.13,3452.56
ROT-20-00321,ROT-20,VEI-057,MOT-23,2025-01-01,478.1,True,22.8,923.84,104.24,47.18,3216.78
ROT-20-00322,ROT-20,VEI-025,MOT-02,2025-11-01,452.4,False,26.2,831.05,129.91,54.0,6026.05
ROT-20-00323,ROT-20,VEI-009,MOT-26,2025-03-01,453.7,False,27.0,819.61,75.94,53.79,5287.47
ROT-20-00324,ROT-20,VEI-040,MOT-01,2025-06-01,453.2,False,21.8,816.62,102.81,51.64,6221.6
ROT-20-00325,ROT-20,VEI-013,MOT-09,2025-12-01,474.3,False,26.9,979.31,132.41,49.97,6953.8
ROT-20-00326,ROT-20,VEI-047,MOT-14,2025-05-01,460.4,False,19.9,914.72,121.87,64.5,6774.7
ROT-20-00327,ROT-20,VEI-041,MOT-07,2025-09-01,455.7,False,28.5,833.83,118.78,52.26,5638.91
ROT-20-00328,ROT-20,VEI-018,MOT-37,2025-02-01,475.1,False,23.4,978.83,121.37,69.55,6304.03
ROT-20-00329,ROT-20,VEI-038,MOT-38,2025-09-01,473.7,False,18.7,965.08,122.83,40.41,6436.64
ROT-20-00330,ROT-20,VEI-024,MOT-27,2025-05-01,465.2,False,23.8,884.21,106.25,50.3,6391.1
ROT-20-00331,ROT-20,VEI-034,MOT-01,2025-09-01,479.4,True,23.3,973.46,159.83,66.6,3343.71
ROT-20-00332,ROT-20,VEI-041,MOT-16,2025-02-01,463.9,False,29.2,973.67,87.7,56.58,5833.43
ROT-20-00333,ROT-20,VEI-023,MOT-43,2025-01-01,456.0,True,21.3,858.51,93.05,52.62,2888.11
ROT-20-00334,ROT-20,VEI-034,MOT-20,2025-11-01,466.2,False,25.6,983.59,96.57,37.44,6925.76
ROT-20-00335,ROT-20,VEI-013,MOT-11,2025-11-01,479.4,True,20.3,996.49,130.49,50.82,3923.01
ROT-20-00336,ROT-20,VEI-054,MOT-03,2025-07-01,477.1,False,22.2,993.0,157.72,40.41,7035.58
ROT-20-00337,ROT-20,VEI-013,MOT-01,2025-09-01,454.7,False,21.1,802.86,100.95,53.58,6488.81
ROT-20-00338,ROT-20,VEI-009,MOT-18,2025-01-01,479.9,True,24.1,975.97,90.56,47.51,3435.79
ROT-20-00339,ROT-20,VEI-011,MOT-21,2025-03-01,468.4,False,26.9,872.27,131.04,59.68,6772.7
ROT-20-00340,ROT-20,VEI-051,MOT-12,2025-12-01,475.9,True,25.3,963.55,118.18,41.53,3872.96
ROT-20-00341,ROT-20,VEI-032,MOT-06,2025-06-01,470.2,False,22.5,863.31,128.48,61.21,5872.26
ROT-20-00342,ROT-20,VEI-010,MOT-20,2025-10-01,475.2,True,22.3,1004.85,100.58,44.34,3442.37
ROT-20-00343,ROT-20,VEI-048,MOT-38,2025-11-01,463.8,False,22.1,875.96,137.78,46.8,6801.38
ROT-20-00344,ROT-20,VEI-015,MOT-02,2025-05-01,473.6,False,25.0,973.03,144.29,52.44,5748.82
ROT-20-00345,ROT-20,VEI-039,MOT-02,2025-12-01,471.3,False,24.1,944.36,143.85,52.54,6646.08
ROT-20-00346,ROT-20,VEI-015,MOT-18,2025-12-01,472.0,False,22.5,853.71,150.7,57.32,6901.04
ROT-20-00347,ROT-20,VEI-011,MOT-21,2025-02-01,462.2,False,26.3,886.4,135.41,56.76,6532.44
ROT-20-00348,ROT-20,VEI-014,MOT-10,2025-07-01,455.4,True,29.9,784.05,72.3,65.65,2828.02
ROT-20-00349,ROT-20,VEI-043,MOT-18,2025-08-01,464.1,False,29.0,875.26,93.13,60.46,6244.95
ROT-20-00350,ROT-20,VEI-004,MOT-29,2025-06-01,479.4,True,19.1,956.94,91.34,53.42,3719.05
ROT-20-00351,ROT-20,VEI-058,MOT-39,2025-01-01,459.5,True,23.3,867.83,144.15,66.37,3494.8
ROT-20-00352,ROT-20,VEI-003,MOT-33,2025-05-01,466.1,False,20.7,907.45,114.75,57.35,6522.14
ROT-20-00353,ROT-20,VEI-010,MOT-05,2025-11-01,476.9,True,19.7,838.21,88.54,48.24,3104.39
ROT-20-00354,ROT-20,VEI-038,MOT-28,2025-05-01,464.2,True,26.0,900.1,115.16,56.78,3250.78
ROT-20-00355,ROT-20,VEI-016,MOT-09,2025-10-01,454.1,True,29.9,899.86,87.45,54.99,3338.67
ROT-20-00356,ROT-20,VEI-049,MOT-05,2025-01-01,473.9,False,26.5,991.82,135.4,49.4,6669.72
ROT-20-00357,ROT-20,VEI-040,MOT-24,2025-04-01,476.6,False,20.8,897.63,131.4,63.86,6586.34
ROT-20-00358,ROT-20,VEI-025,MOT-34,2025-10-01,473.0,False,18.1,980.48,100.55,62.48,6403.82
ROT-20-00359,ROT-20,VEI-048,MOT-04,2025-08-01,478.7,False,20.3,936.92,108.78,39.49,6713.9
ROT-20-00360,ROT-20,VEI-033,MOT-33,2025-09-01,460.1,False,22.4,925.41,104.43,68.24,5362.62
ROT-20-00361,ROT-20,VEI-047,MOT-09,2025-03-01,458.5,True,20.5,1097.25,130.15,40.37,3480.38
ROT-20-00362,ROT-20,VEI-029,MOT-04,2025-06-01,452.7,False,27.2,898.15,82.22,58.48,5997.07
ROT-20-00363,ROT-20,VEI-033,MOT-23,2025-03-01,470.0,True,29.9,950.99,128.41,52.08,3523.41
ROT-20-00364,ROT-20,VEI-058,MOT-42,2025-03-01,474.1,False,23.3,889.14,117.65,49.42,6241.72
ROT-20-00365,ROT-20,VEI-039,MOT-20,2025-12-01,468.9,False,20.4,1032.32,157.08,64.42,6293.37
ROT-20-00366,ROT-20,VEI-056,MOT-16,2025-04-01,457.9,False,24.0,863.86,113.61,47.22,6545.23
ROT-20-00367,ROT-20,VEI-034,MOT-45,2025-03-01,475.0,False,18.0,945.11,91.88,68.69,6658.04
ROT-20-00368,ROT-20,VEI-042,MOT-25,2025-10-01,459.6,False,21.5,811.7,158.8,49.45,6285.74
ROT-20-00369,ROT-20,VEI-007,MOT-30,2025-12-01,468.4,True,23.2,946.83,144.41,66.79,3514.45
ROT-20-00370,ROT-20,VEI-049,MOT-03,2025-01-01,456.4,False,23.0,1047.8,148.42,43.09,6576.7
ROT-20-00371,ROT-20,VEI-007,MOT-16,2025-08-01,462.8,True,22.9,960.5,147.31,50.0,2818.64
ROT-20-00372,ROT-20,VEI-033,MOT-23,2025-01-01,455.8,False,29.5,846.32,97.87,55.0,6265.72
ROT-20-00373,ROT-20,VEI-056,MOT-02,2025-04-01,461.0,False,28.0,914.61,102.93,50.53,6631.13
ROT-20-00374,ROT-20,VEI-002,MOT-26,2025-05-01,470.7,True,25.4,832.77,93.44,54.57,3071.62
ROT-20-00375,ROT-20,VEI-059,MOT-13,2025-02-01,467.4,False,23.4,902.37,146.04,62.52,5945.7
ROT-20-00376,ROT-20,VEI-010,MOT-33,2025-04-01,466.4,True,20.6,1046.97,104.43,40.44,3429.44
ROT-20-00377,ROT-20,VEI-003,MOT-06,2025-01-01,468.8,False,19.9,831.14,75.23,55.98,5870.02
ROT-20-00378,ROT-20,VEI-007,MOT-03,2025-09-01,473.7,False,27.4,919.2,88.48,54.62,5402.25
ROT-20-00379,ROT-20,VEI-060,MOT-01,2025-01-01,456.8,False,29.0,920.98,133.95,66.51,5411.03
ROT-20-00380,ROT-20,VEI-060,MOT-22,2025-12-01,467.8,False,28.0,821.46,114.24,63.99,6117.41
ROT-20-00381,ROT-20,VEI-044,MOT-21,2025-04-01,476.6,False,20.8,925.5,165.62,56.75,5388.28
ROT-20-00382,ROT-20,VEI-058,MOT-04,2025-01-01,457.0,True,26.7,812.97,111.26,38.27,3372.76
ROT-20-00383,ROT-20,VEI-033,MOT-19,2025-07-01,474.4,False,18.0,1019.07,121.04,61.18,6219.55
ROT-20-00384,ROT-20,VEI-033,MOT-05,2025-04-01,472.1,False,25.4,990.82,158.23,52.34,6740.62
ROT-20-00385,ROT-20,VEI-050,MOT-36,2025-05-01,465.4,True,26.1,844.79,101.73,57.41,2850.08
ROT-20-00386,ROT-20,VEI-025,MOT-45,2025-08-01,458.2,False,27.0,756.07,70.33,62.41,5988.15
ROT-20-00387,ROT-20,VEI-053,MOT-26,2025-07-01,471.4,True,21.9,907.51,141.5,65.35,3872.05
ROT-20-00388,ROT-20,VEI-014,MOT-45,2025-01-01,461.2,False,24.3,790.9,69.29,65.0,5140.23
ROT-20-00389,ROT-20,VEI-012,MOT-05,2025-06-01,479.3,True,23.2,884.53,137.01,51.61,3282.01
ROT-20-00390,ROT-20,VEI-060,MOT-12,2025-12-01,475.7,False,23.7,975.14,132.76,45.33,6152.3
ROT-20-00391,ROT-20,VEI-060,MOT-11,2025-02-01,464.0,False,29.8,880.6,92.09,46.86,5120.13
ROT-20-00392,ROT-20,VEI-006,MOT-09,2025-10-01,473.7,True,20.8,998.57,118.64,49.4,3671.91
ROT-20-00393,ROT-20,VEI-046,MOT-32,2025-04-01,459.0,False,29.1,886.62,127.5,66.6,6708.92
ROT-20-00394,ROT-20,VEI-015,MOT-13,2025-03-01,470.4,False,21.8,984.56,161.93,61.25,6826.01
ROT-20-00395,ROT-20,VEI-036,MOT-02,2025-08-01,460.3,False,24.5,937.2,157.67,53.87,6225.07
ROT-20-00396,ROT-20,VEI-025,MOT-33,2025-11-01,468.6,True,23.2,959.99,71.21,52.88,2948.89
ROT-20-00397,ROT-20,VEI-047,MOT-04,2025-01-01,473.3,True,28.1,913.44,143.04,38.6,3242.42
ROT-20-00398,ROT-20,VEI-022,MOT-12,2025-06-01,473.2,True,21.7,1020.99,127.16,62.44,3044.71
ROT-20-00399,ROT-20,VEI-048,MOT-11,2025-02-01,461.3,False,22.1,868.81,113.5,67.52,6635.89
ROT-20-00400,ROT-20,VEI-003,MOT-14,2025-04-01,455.1,True,26.2,999.56,133.37,55.83,3389.36
ROT-20-00401,ROT-20,VEI-026,MOT-36,2025-06-01,456.2,False,19.4,969.43,131.75,57.02,6821.4
ROT-20-00402,ROT-20,VEI-002,MOT-37,2025-04-01,473.6,False,25.7,881.69,95.16,52.05,5819.47
ROT-20-00403,ROT-20,VEI-045,MOT-39,2025-05-01,470.0,False,21.1,1132.18,144.31,69.17,6075.32
ROT-20-00404,ROT-20,VEI-036,MOT-29,2025-08-01,463.5,False,22.9,965.06,77.78,56.98,6339.52
ROT-20-00405,ROT-20,VEI-002,MOT-25,2025-03-01,453.4,False,22.1,837.67,149.33,52.87,5358.09
ROT-20-00406,ROT-20,VEI-049,MOT-12,2025-11-01,457.3,False,22.8,850.46,145.65,67.24,5373.75
ROT-20-00407,ROT-20,VEI-026,MOT-10,2025-12-01,479.4,False,26.9,923.38,99.49,45.69,6670.03
ROT-20-00408,ROT-20,VEI-057,MOT-01,2025-07-01,458.8,True,19.2,878.23,85.81,49.08,3740.97
ROT-20-00409,ROT-20,VEI-042,MOT-43,2025-08-01,456.8,True,23.4,943.75,138.67,51.27,3135.9
ROT-20-00410,ROT-20,VEI-042,MOT-39,2025-06-01,477.9,False,19.1,1022.81,73.11,64.88,6476.2
ROT-20-00411,ROT-20,VEI-039,MOT-25,2025-01-01,454.5,True,25.3,789.93,114.79,64.87,3504.93
ROT-20-00412,ROT-20,VEI-003,MOT-26,2025-12-01,454.2,False,22.3,928.92,100.12,46.69,5457.63
ROT-20-00413,ROT-20,VEI-022,MOT-09,2025-10-01,476.2,False,25.6,968.71,128.89,43.42,6759.39
ROT-20-00414,ROT-20,VEI-035,MOT-01,2025-03-01,479.6,False,26.2,875.73,95.04,71.75,6556.86
ROT-20-00415,ROT-20,VEI-057,MOT-40,2025-03-01,469.5,False,28.5,992.84,99.76,42.59,7017.21
ROT-20-00416,ROT-20,VEI-011,MOT-26,2025-04-01,456.4,True,29.5,908.02,129.98,37.66,3198.35
ROT-20-00417,ROT-20,VEI-013,MOT-43,2025-08-01,461.0,False,24.5,775.32,157.07,37.34,6467.12
ROT-20-00418,ROT-20,VEI-038,MOT-23,2025-08-01,474.7,True,19.8,916.3,159.71,41.06,3350.56
ROT-20-00419,ROT-20,VEI-004,MOT-26,2025-04-01,465.1,False,27.3,984.19,136.52,56.83,5691.59
ROT-20-00420,ROT-20,VEI-046,MOT-15,2025-02-01,455.1,True,25.5,924.24,111.01,55.38,3204.36
ROT-20-00421,ROT-20,VEI-039,MOT-36,2025-07-01,458.3,True,25.5,862.42,95.75,59.69,3019.39
ROT-20-00422,ROT-20,VEI-038,MOT-28,2025-02-01,472.9,True,23.0,911.97,158.91,38.23,3795.56
ROT-20-00423,ROT-20,VEI-007,MOT-23,2025-10-01,476.7,False,29.9,904.98,98.55,60.7,6495.76
ROT-20-00424,ROT-20,VEI-042,MOT-01,2025-07-01,477.4,False,21.1,832.4,120.08,39.61,6778.22
ROT-20-00425,ROT-20,VEI-013,MOT-32,2025-04-01,463.7,True,29.2,900.96,131.38,54.87,3471.0
ROT-20-00426,ROT-20,VEI-035,MOT-19,2025-09-01,464.1,True,18.9,962.92,104.06,55.85,3205.15
ROT-20-00427,ROT-20,VEI-007,MOT-30,2025-12-01,477.5,True,22.0,946.27,137.74,50.25,3654.92
